event_id,title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,distance_from_location,direction_from_location,location,date_time,day,month,year,City,Country,Continent,time_hour
237,"M 6.9 - 205 km ESE of Kirakira, Solomon Islands",6.9,1,4,green,1,732,us,0,4.024,22,mww,11.19,-11.0559,163.696,205,ESE,"Kirakira, Solomon Islands","22-05-2015 21:45",22,5,2015,Kirakira,"Solomon Islands",Oceania,21
238,"M 6.8 - 81 km NNE of Port-Vila, Vanuatu",6.8,1,4,green,1,711,us,0,2.019,13,mww,219.96,-17.0309,168.52,81,NNE,"Port-Vila, Vanuatu","23-01-2015 03:47",23,1,2015,Port-Vila,Vanuatu,Oceania,3
239,"M 6.7 - 71 km S of Burica, Panama",6.7,6,6,green,1,830,us,0,1.395,61,mww,10,7.5904,-82.8813,71,S,"Burica, Panama","21-07-2021 21:15",21,7,2021,Burica,Panama,"North America",21
240,"M 6.9 - 225 km SW of Nadi, Fiji",6.9,6,4,green,1,742,us,0,2.495,13,mww,12,-19.3733,176.052,225,SW,"Nadi, Fiji","03-01-2017 21:52",3,1,2017,Nadi,Fiji,Oceania,21
241,"M 6.5 - 236 km S of Punta de Burica, Panama",6.5,1,4,green,1,650,us,0,4.318,61,mww,8,5.9045,-82.6576,236,S,"Punta de Burica, Panama","07-01-2015 05:07",7,1,2015,"Punta de Burica",Panama,"North America",5
243,"M 6.8 - 178 km W of Lata, Solomon Islands",6.8,1,4,green,1,711,us,0,4.395,15,mww,11,-10.8759,164.169,178,W,"Lata, Solomon Islands","20-05-2015 22:48",20,5,2015,Lata,"Solomon Islands",Oceania,22
244,"M 6.6 - 22 km ESE of Punta de Burica, Panama",6.6,7,6,green,1,709,us,0,2.485,43,mww,20,7.9401,-82.6865,22,ESE,"Punta de Burica, Panama","08-12-2014 08:54",8,12,2014,"Punta de Burica",Panama,"North America",8
245,"M 6.5 - 265 km SSE of Alo, Wallis and Futuna",6.5,5,7,green,1,652,us,0,4.518,44,mww,10,-16.4796,-177.356,265,SSE,"Alo, Wallis and Futuna","21-05-2021 22:13",21,5,2021,Alo,"Wallis and Futuna",Oceania,22
246,"M 7.6 - 41 km SW of Quellon, Chile",7.6,9,8,yellow,1,1152,us,0,0.355,29,mww,38,-43.4064,-73.9413,41,SW,"Quellon, Chile","25-12-2016 14:22",25,12,2016,Quellon,Chile,"South America",14
247,"M 6.6 - 115 km W of Panguna, Papua New Guinea",6.6,1,5,green,1,670,us,0,3.246,12,mww,23,-6.5108,154.46,115,W,"Panguna, Papua New Guinea","07-12-2014 01:22",7,12,2014,Panguna,"Papua New Guinea",Oceania,1
248,"M 6.6 - 106 km WSW of Sangay, Philippines",6.6,1,3,green,0,670,us,0,2.6,9,mww,614,6.1572,123.126,106,WSW,"Sangay, Philippines","02-12-2014 05:11",2,12,2014,Sangay,Philippines,Asia,5
249,"M 6.8 - 32 km SE of ?funato, Japan",6.8,8,6,green,1,831,us,0,1.422,8,mww,35,38.9056,142.032,32,SE,"?funato, Japan","12-05-2015 21:12",12,5,2015,?funato,Japan,Asia,21
250,"M 6.8 - 157 km NW of Ternate, Indonesia",6.8,6,5,green,1,713,us,0,1.421,19,mww,39,1.9604,126.575,157,NW,"Ternate, Indonesia","26-11-2014 14:33",26,11,2014,Ternate,Indonesia,Asia,14
251,"M 6.5 - 123 km WNW of Tobelo, Indonesia",6.5,5,5,green,1,652,us,0,1.549,9,mww,35,2.2999,127.056,123,WNW,"Tobelo, Indonesia","21-11-2014 10:10",21,11,2014,Tobelo,Indonesia,Asia,10
253,"M 6.7 - 151 km NE of Lospalos, Timor Leste",6.7,5,5,green,0,726,us,0,3.38,17,mww,152,-7.5082,127.921,151,NE,"Lospalos, Timor Leste","21-12-2016 00:17",21,12,2016,Lospalos,"Timor Leste",Asia,0
254,"M 7.3 - Southern Qinghai, China",7.3,9,9,orange,0,1025,us,0,4.655,9,mww,10,34.5861,98.2551,NULL,NULL,"Southern Qinghai, China","21-05-2021 18:04",21,5,2021,"Southern Qinghai",China,Asia,18
255,"M 6.7 - 183 km NE of Gisborne, New Zealand",6.7,7,4,green,1,698,us,0,1.079,25,mww,22,-37.6478,179.662,183,NE,"Gisborne, New Zealand","16-11-2014 22:33",16,11,2014,Gisborne,"New Zealand",Oceania,22
256,"M 7.1 - 143 km SW of Panguna, Papua New Guinea",7.1,1,6,green,1,776,us,0,3.835,11,mww,10,-7.2175,154.557,143,SW,"Panguna, Papua New Guinea","07-05-2015 07:10",7,5,2015,Panguna,"Papua New Guinea",Oceania,7
257,"M 6.7 - 260 km S of Sinabang, Indonesia",6.7,8,4,green,0,698,us,0,1.487,37,mww,11,0.1684,96.6475,260,S,"Sinabang, Indonesia","14-05-2021 06:33",14,5,2021,Sinabang,Indonesia,Asia,6
258,"M 7.1 - 155 km NW of Ternate, Indonesia",7.1,4,6,green,1,779,us,0,1.397,18,mww,45,1.8929,126.522,155,NW,"Ternate, Indonesia","15-11-2014 02:31",15,11,2014,Ternate,Indonesia,Asia,2
259,"M 7.5 - 131 km SSW of Kokopo, Papua New Guinea",7.5,7,8,green,1,869,us,0,1.295,22,mww,55,-5.4624,151.875,131,SSW,"Kokopo, Papua New Guinea","05-05-2015 01:44",5,5,2015,Kokopo,"Papua New Guinea",Oceania,1
260,"M 6.7 - Mauritius - Reunion region",6.7,9,3,green,0,694,us,0,10.669,45,mww,10,-17.2495,66.3745,NULL,NULL,"Mauritius - Reunion region","12-05-2021 14:05",12,5,2021,"Mauritius - Reunion region",Mauritius,Africa,14
261,"M 7.9 - 140 km E of Kokopo, Papua New Guinea",7.9,9,7,yellow,1,972,us,0,1.389,13,mww,94.54,-4.5049,153.522,140,E,"Kokopo, Papua New Guinea","17-12-2016 10:51",17,12,2016,Kokopo,"Papua New Guinea",Oceania,10
262,"M 6.6 - 76 km NE of Finschhafen, Papua New Guinea",6.6,2,6,green,1,671,us,0,3.557,13,mww,53.19,-5.9873,148.232,76,NE,"Finschhafen, Papua New Guinea","07-11-2014 03:33",7,11,2014,Finschhafen,"Papua New Guinea",Oceania,3
263,"M 6.9 - 92 km WSW of Kirakira, Solomon Islands",6.9,8,6,green,1,737,us,0,1.747,26,mww,19.73,-10.749,161.132,92,WSW,"Kirakira, Solomon Islands","09-12-2016 19:10",9,12,2016,Kirakira,"Solomon Islands",Oceania,19
264,"M 7.1 - Fiji region",7.1,3,6,green,1,776,us,0,4.415,13,mww,434,-19.6903,-177.759,NULL,NULL,"Fiji region","01-11-2014 18:57",1,11,2014,"Fiji region",Fiji,Oceania,18
265,"M 6.5 - 79 km WSW of Kirakira, Solomon Islands",6.5,0,5,green,0,650,us,0,1.937,18,mww,12.26,-10.8416,161.314,79,WSW,"Kirakira, Solomon Islands","08-12-2016 21:56",8,12,2016,Kirakira,"Solomon Islands",Oceania,21
266,"M 6.5 - 207 km WSW of Haveluloto, Tonga",6.5,4,4,green,0,651,us,0,5.931,20,mww,246,-21.6857,-177.064,207,WSW,"Haveluloto, Tonga","25-04-2021 22:28",25,4,2021,Haveluloto,Tonga,Oceania,22
267,"M 6.8 - 109 km SSW of Kokopo, Papua New Guinea",6.8,5,6,green,1,714,us,0,1.074,23,mww,44,-5.2005,151.777,109,SSW,"Kokopo, Papua New Guinea","01-05-2015 08:06",1,5,2015,Kokopo,"Papua New Guinea",Oceania,8
268,"M 7.3 - 74 km S of Intipuca, El Salvador",7.3,8,6,yellow,1,982,us,0,1.078,18,mww,40,12.5262,-88.1225,74,S,"Intipuca, El Salvador","14-10-2014 03:51",14,10,2014,Intipuca,"El Salvador","North America",3
269,"M 7.8 - 69 km WSW of Kirakira, Solomon Islands",7.8,9,8,green,1,961,us,0,1.836,13,mww,40,-10.6812,161.327,69,WSW,"Kirakira, Solomon Islands","08-12-2016 17:38",8,12,2016,Kirakira,"Solomon Islands",Oceania,17
270,"M 6.5 - 225 km WNW of Pangai, Tonga",6.5,6,4,green,0,652,us,0,10.405,19,mww,301,-18.9204,-176.235,225,WNW,"Pangai, Tonga","24-04-2021 00:23",24,4,2021,Pangai,Tonga,Oceania,0
271,"M 6.7 - 43 km NW of Piti Village, Guam",6.7,5,5,green,1,724,us,0,0.46,11,mww,130,13.7641,144.429,43,NW,"Piti Village, Guam","17-09-2014 06:14",17,9,2014,"Piti Village",Guam,Asia,6
272,"M 6.6 - 164 km W of Ferndale, California",6.6,5,4,green,1,1120,us,0,1.405,55,mww,8.45,40.4535,-126.194,164,W,"Ferndale, California","08-12-2016 14:49",8,12,2016,Ferndale,US,"North America",14
273,"M 7.0 - 30 km E of Ishinomaki, Japan",7,7,7,yellow,1,1052,us,0,2.378,35,mww,43,38.4752,141.607,30,E,"Ishinomaki, Japan","20-03-2021 09:09",20,3,2021,Ishinomaki,Japan,Asia,9
274,"M 6.8 - 38 km NW of Aniso, Peru",6.8,6,6,green,1,741,us,0,4.107,18,mww,101,-14.598,-73.5714,38,NW,"Aniso, Peru","24-08-2014 23:21",24,8,2014,Aniso,Peru,"South America",23
275,"M 6.7 - 126 km SSW of Kokopo, Papua New Guinea",6.7,5,6,green,1,692,us,0,1.239,12,mww,31,-5.375,151.771,126,SSW,"Kokopo, Papua New Guinea","30-04-2015 10:45",30,4,2015,Kokopo,"Papua New Guinea",Oceania,10
276,"M 6.9 - Federated States of Micronesia region",6.9,0,4,green,1,732,us,0,6.393,12,mww,13,0.8295,146.169,NULL,NULL,"Micronesia region","03-08-2014 00:22",3,8,2014,"Micronesia region",Micronesia,Oceania,0
277,"M 6.6 - 171 km SSE of Ust'-Kamchatsk Staryy, Russia",6.6,5,5,green,1,672,us,0,3.183,18,mww,13.23,54.7018,163.208,171,SSE,"Ust'-Kamchatsk Staryy, Russia","16-03-2021 18:38",16,3,2021,"Ust'-Kamchatsk Staryy",Russia,Europe,18
278,"M 6.7 - 21 km SSE of Kod?ri??, Nepal",6.7,7,7,yellow,0,1016,us,0,0.727,13,mww,22.91,27.7711,86.0173,21,SSE,"Kod?ri??, Nepal","26-04-2015 07:09",26,4,2015,Kod?ri??,Nepal,Asia,7
280,"M 6.5 - Kermadec Islands region",6.5,0,4,green,0,650,us,0,11.764,25,mwb,24,-28.4792,-176.619,NULL,NULL,"Kermadec Islands region","29-01-2022 02:46",4,3,2021,"Kermadec Islands region","Kermadec Islands",Oceania,2
281,"M 6.5 - 14 km WNW of Reuleuet, Indonesia",6.5,9,8,yellow,0,731,us,0,0.778,27,mww,13,5.2834,96.1678,14,WNW,"Reuleuet, Indonesia","06-12-2016 22:03",6,12,2016,Reuleuet,Indonesia,Asia,22
282,"M 6.6 - 71 km NNE of Bharatpur, Nepal",6.6,8,7,yellow,0,733,us,0,1.778,16,mww,10,28.2244,84.8216,71,NNE,"Bharatpur, Nepal","25-04-2015 06:45",25,4,2015,Bharatpur,Nepal,Asia,6
283,"M 6.5 - 139 km ESE of Namie, Japan",6.5,5,4,green,1,706,us,0,2.421,9,mww,20,37.0052,142.452,139,ESE,"Namie, Japan","11-07-2014 19:22",11,7,2014,Namie,Japan,Asia,19
284,"M 8.1 - Kermadec Islands, New Zealand",8.1,9,8,green,1,1021,us,0,0.739,21,mww,28.93,-29.7466,-177.224,NULL,NULL,"Kermadec Islands, New Zealand","04-03-2021 19:28",4,3,2021,"Kermadec Islands","New Zealand",Oceania,19
285,"M 6.6 - 122 km N of Murghob, Tajikistan",6.6,8,7,green,0,693,us,0,1.697,20,mww,17,39.2732,73.9776,122,N,"Murghob, Tajikistan","25-11-2016 14:24",25,11,2016,Murghob,Tajikistan,Asia,14
286,"M 6.9 - 4 km W of Puerto Madero, Mexico",6.9,8,7,orange,1,1079,us,0,0.263,51,mww,53,14.724,-92.4614,4,W,"Puerto Madero, Mexico","07-07-2014 11:23",7,7,2014,"Puerto Madero",Mexico,"North America",11
287,"M 6.5 - 217 km SSE of Kokopo, Papua New Guinea",6.5,0,4,green,1,650,us,0,2.124,15,mww,20,-6.2304,152.807,217,SSE,"Kokopo, Papua New Guinea","04-07-2014 15:00",4,7,2014,Kokopo,"Papua New Guinea",Oceania,15
288,"M 7.4 - 112 km S of Kirakira, Solomon Islands",7.4,0,6,green,1,842,us,0,2.885,17,mww,39,-11.4633,162.051,112,S,"Kirakira, Solomon Islands","13-04-2014 12:36",13,4,2014,Kirakira,"Solomon Islands",Oceania,12
289,"M 6.9 - 156 km SSW of Puerto El Triunfo, El Salvador",6.9,5,4,green,1,855,us,0,1.796,20,mww,10,11.9097,-88.8968,156,SSW,"Puerto El Triunfo, El Salvador","24-11-2016 18:43",24,11,2016,"Puerto El Triunfo","El Salvador","North America",18
290,"M 6.7 - 201 km SSE of Mata-Utu, Wallis and Futuna",6.7,0,5,green,1,691,us,0,6.713,45,mww,18,-14.9831,-175.51,201,SSE,"Mata-Utu, Wallis and Futuna","29-06-2014 17:15",29,6,2014,Mata-Utu,"Wallis and Futuna",Oceania,17
291,"M 6.9 - 35 km ESE of Namie, Japan",6.9,9,6,green,1,1144,us,0,0.671,10,mww,9,37.3931,141.387,35,ESE,"Namie, Japan","21-11-2016 20:59",21,11,2016,Namie,Japan,Asia,20
292,"M 7.6 - 93 km SSE of Kirakira, Solomon Islands",7.6,0,7,green,1,889,us,0,2.828,13,mww,22.56,-11.2701,162.148,93,SSE,"Kirakira, Solomon Islands","12-04-2014 20:14",12,4,2014,Kirakira,"Solomon Islands",Oceania,20
293,"M 7.4 - Kermadec Islands, New Zealand",7.4,3,7,green,1,843,us,0,0.437,30,mww,43,-29.6131,-177.842,NULL,NULL,"Kermadec Islands, New Zealand","04-03-2021 17:41",4,3,2021,"Kermadec Islands","New Zealand",Oceania,17
294,"M 6.6 - 15 km N of Belen, Nicaragua",6.6,6,5,green,1,677,us,0,0.761,20,mww,135,11.642,-85.8779,15,N,"Belen, Nicaragua","11-04-2014 20:29",11,4,2014,Belen,Nicaragua,"North America",20
295,"M 7.3 - 182 km NE of Gisborne, New Zealand",7.3,7,6,green,1,932,us,0,0.918,24,mww,10,-37.596,179.544,182,NE,"Gisborne, New Zealand","04-03-2021 13:27",4,3,2021,Gisborne,"New Zealand",Oceania,13
296,"M 7.1 - 73 km ENE of Namie, Japan",7.1,9,8,orange,1,1612,us,0,3.085,11,mww,43.98,37.6856,141.992,73,ENE,"Namie, Japan","13-02-2021 14:07",13,2,2021,Namie,Japan,Asia,14
297,"M 6.5 - 78 km SW of Panguna, Papua New Guinea",6.5,0,6,green,1,650,us,0,3.787,16,mww,20,-6.7878,154.95,78,SW,"Panguna, Papua New Guinea","11-04-2014 08:16",11,4,2014,Panguna,"Papua New Guinea",Oceania,8
298,"M 6.5 - 74 km NE of Amberley, New Zealand",6.5,7,7,yellow,1,664,us,0,0.283,56,mww,9,-42.6058,173.254,74,NE,"Amberley, New Zealand","14-11-2016 00:34",14,11,2016,Amberley,"New Zealand",Oceania,0
299,"M 7.1 - 56 km WSW of Panguna, Papua New Guinea",7.1,0,7,green,1,776,us,0,3.729,21,mww,60.53,-6.5858,155.048,56,WSW,"Panguna, Papua New Guinea","11-04-2014 07:07",11,4,2014,Panguna,"Papua New Guinea",Oceania,7
300,"M 6.9 - South Sandwich Islands region",6.9,0,5,green,1,732,us,0,4.838,25,mww,8,-55.4703,-28.3669,NULL,NULL,"South Sandwich Islands region","16-08-2021 11:10",29,6,2014,"South Sandwich Islands region","South Sandwich Islands region",Antarctica,11
301,"M 7.7 - 53 km SW of Iquique, Chile",7.7,8,9,yellow,1,1057,us,0,1.029,44,mww,22.4,-20.5709,-70.4931,53,SW,"Iquique, Chile","03-04-2014 02:43",3,4,2014,Iquique,Chile,"South America",2
302,"M 7.9 - Rat Islands, Aleutian Islands, Alaska",7.9,6,8,green,1,963,us,0,0.133,22,mww,109,51.8486,178.735,NULL,NULL,"Rat Islands, Aleutian Islands, Alaska","23-06-2014 20:53",23,6,2014,"Rat Islands",US,"North America",20
303,"M 6.5 - 45 km WSW of Iquique, Chile",6.5,7,7,green,0,670,us,0,0.828,82,mww,24.07,-20.3113,-70.5756,45,WSW,"Iquique, Chile","03-04-2014 01:58",3,4,2014,Iquique,Chile,"South America",1
304,"M 6.5 - 92 km SSW of Blenheim, New Zealand",6.5,6,7,yellow,1,656,us,0,0.135,58,mww,10,-42.3205,173.669,92,SSW,"Blenheim, New Zealand","13-11-2016 11:32",13,11,2016,Blenheim,"New Zealand",Oceania,11
305,"M 6.9 - 90 km WNW of Iquique, Chile",6.9,0,5,green,0,732,us,0,0.828,119,mww,28.42,-19.8927,-70.9455,90,WNW,"Iquique, Chile","01-04-2014 23:57",1,4,2014,Iquique,Chile,"South America",23
306,"M 7.8 - 53 km NNE of Amberley, New Zealand",7.8,9,9,orange,1,1545,us,0,0.481,21,mww,15.11,-42.7373,173.054,53,NNE,"Amberley, New Zealand","13-11-2016 11:02",13,11,2016,Amberley,"New Zealand",Oceania,11
307,"M 6.7 - Kermadec Islands, New Zealand",6.7,0,5,green,0,691,us,0,0.748,43,mwc,26.59,-29.9414,-177.607,NULL,NULL,"Kermadec Islands, New Zealand","23-06-2014 20:06",23,6,2014,"Kermadec Islands","New Zealand",Oceania,20
308,"M 8.2 - 93 km NW of Iquique, Chile",8.2,9,8,yellow,1,1332,us,0,0.609,23,mww,25,-19.6097,-70.7691,93,NW,"Iquique, Chile","01-04-2014 23:46",1,4,2014,Iquique,Chile,"South America",23
309,"M 6.6 - 5 km ESE of Preci, Italy",6.6,9,8,red,0,2840,us,0,0.174,25,mww,8,42.8621,13.0961,5,ESE,"Preci, Italy","30-10-2016 06:40",30,10,2016,Preci,Italy,Europe,6
311,"M 6.7 - 63 km WNW of Iquique, Chile",6.7,7,7,green,1,718,us,0,1.008,44,mww,20,-19.9807,-70.7022,63,WNW,"Iquique, Chile","16-03-2014 21:16",16,3,2014,Iquique,Chile,"South America",21
312,"M 7.3 - South Sandwich Islands region",7.3,0,6,green,1,820,us,398,0,43,mww,11,-60.857,-25.07,NULL,NULL,"South Sandwich Islands region","15-07-2013 14:03",15,7,2013,"South Sandwich Islands region","South Sandwich Islands region",Antarctica,14
313,"M 6.6 - 161 km NNE of Pamanukan, Indonesia",6.6,3,3,green,0,677,us,0,2.022,16,mww,614,-4.8626,108.163,161,NNE,"Pamanukan, Indonesia","19-10-2016 00:26",19,10,2016,Pamanukan,Indonesia,Asia,0
314,"M 6.9 - Kermadec Islands, New Zealand",6.9,0,5,green,1,732,us,0,0.751,35,mww,20,-29.9772,-177.725,NULL,NULL,"Kermadec Islands, New Zealand","23-06-2014 19:19",23,6,2014,"Kermadec Islands","New Zealand",Oceania,19
315,"M 6.8 - 77 km WNW of Indianola, California",6.8,5,5,green,1,1211,nc,112,0.6568,229,mw,16.441,40.8287,-125.134,77,WNW,"Indianola, California","10-03-2014 05:18",10,3,2014,Indianola,US,"North America",5
316,"M 6.6 - 26 km NE of Kandrian, Papua New Guinea",6.6,4,6,green,0,674,us,139,0,14,mww,56,-6.029,149.706,26,NE,"Kandrian, Papua New Guinea","07-07-2013 20:30",7,7,2013,Kandrian,"Papua New Guinea",Oceania,20
317,"M 6.8 - 76 km WNW of Kandrian, Papua New Guinea",6.8,3,6,green,1,716,us,0,3.727,11,mww,42,-6.0033,148.887,76,WNW,"Kandrian, Papua New Guinea","17-10-2016 06:14",17,10,2016,Kandrian,"Papua New Guinea",Oceania,6
318,"M 6.9 - 21 km SSW of Kamariotissa, Greece",6.9,9,7,green,0,951,us,0,0.402,25,mww,6.43,40.2893,25.3889,21,SSW,"Kamariotissa, Greece","24-05-2014 09:25",24,5,2014,Kamariotissa,Greece,Europe,9
319,"M 6.5 - 109 km NW of Nago, Japan",6.5,4,5,green,1,668,us,0,1.001,17,mww,119,27.4312,127.367,109,NW,"Nago, Japan","02-03-2014 20:11",2,3,2014,Nago,Japan,Asia,20
320,"M 7.3 - 190 km ENE of Kokopo, Papua New Guinea",7.3,0,4,green,1,820,us,117,0,24,mww,385.5,-3.917,153.927,190,ENE,"Kokopo, Papua New Guinea","07-07-2013 18:35",7,7,2013,Kokopo,"Papua New Guinea",Oceania,18
321,"M 6.5 - 110 km SE of Punta de Burica, Panama",6.5,7,5,green,1,694,us,0,3.121,33,mww,10,7.2096,-82.3045,110,SE,"Punta de Burica, Panama","13-05-2014 06:35",13,5,2014,"Punta de Burica",Panama,"North America",6
322,"M 6.5 - 171 km NNE of Greenland, Barbados",6.5,5,4,green,1,681,us,0,1.635,30,mww,14.83,14.6682,-58.9272,171,NNE,"Greenland, Barbados","18-02-2014 09:27",18,2,2014,Greenland,Barbados,"North America",9
324,"M 6.9 - Fiji region",6.9,2,3,green,1,733,us,0,4.051,9,mww,596.4,-19.7819,-178.244,NULL,NULL,"Fiji region","24-09-2016 21:28",24,9,2016,"Fiji region",Fiji,Oceania,21
325,"M 6.9 - 272 km ESE of Hotan, China",6.9,3,8,yellow,0,733,us,0,7.496,18,mww,10,35.9053,82.5864,272,ESE,"Hotan, China","12-02-2014 09:19",12,2,2014,Hotan,China,Asia,9
326,"M 6.5 - 44 km W of Masachapa, Nicaragua",6.5,5,6,green,1,679,us,698,0,27,mww,30,11.763,-86.926,44,W,"Masachapa, Nicaragua","15-06-2013 17:34",15,6,2013,Masachapa,Nicaragua,"North America",17
327,"M 6.6 - 239 km SSE of Isangel, Vanuatu",6.6,0,5,green,1,670,us,0,3.34,10,mww,106,-21.4542,170.355,239,SSE,"Isangel, Vanuatu","01-05-2014 06:36",1,5,2014,Isangel,Vanuatu,Oceania,6
328,"M 6.5 - 32 km E of Port-Olry, Vanuatu",6.5,0,5,green,1,650,us,0,0.409,20,mww,122,-15.0691,167.372,32,E,"Port-Olry, Vanuatu","07-02-2014 08:40",7,2,2014,Port-Olry,Vanuatu,Oceania,8
329,"M 6.7 - south of Java, Indonesia",6.7,5,4,green,0,710,us,515,0,24,mww,9,-10.004,107.236,NULL,NULL,"Java, Indonesia","13-06-2013 16:47",13,6,2013,Java,Indonesia,Asia,16
330,"M 6.5 - 107 km WSW of Vernon, Canada",6.5,4,6,green,1,838,us,0,0,0,mww,10,49.6388,-127.732,107,WSW,"Vernon, Canada","24-04-2014 03:10",24,4,2014,Vernon,Canada,"North America",3
332,"M 7.0 - 175 km NE of Gisborne, New Zealand",7,5,6,green,1,897,us,0,0.698,21,mww,19,-37.3586,179.146,175,NE,"Gisborne, New Zealand","01-09-2016 16:37",1,9,2016,Gisborne,"New Zealand",Oceania,16
333,"M 8.3 - Sea of Okhotsk",8.3,5,5,green,1,1115,us,385,0,10,mww,598.1,54.892,153.221,NULL,NULL,Okhotsk,"24-05-2013 05:44",24,5,2013,Okhotsk,Okhotsk,Asia,5
334,"M 6.8 - 90 km NE of Rabaul, Papua New Guinea",6.8,4,3,green,1,713,us,0,0.803,12,mww,476,-3.6849,152.792,90,NE,"Rabaul, Papua New Guinea","31-08-2016 03:11",31,8,2016,Rabaul,"Papua New Guinea",Oceania,3
335,"M 6.5 - south of the Kermadec Islands",6.5,0,3,green,1,650,us,0,3.651,22,mww,44.26,-32.9076,-177.881,NULL,NULL,"the Kermadec Islands","02-02-2014 09:26",2,2,2014,"the Kermadec Islands","Kermadec Islands",Oceania,9
336,"M 7.5 - 70 km SW of Panguna, Papua New Guinea",7.5,0,6,green,1,865,us,0,3.82,16,mww,43.37,-6.7547,155.024,70,SW,"Panguna, Papua New Guinea","19-04-2014 13:28",19,4,2014,Panguna,"Papua New Guinea",Oceania,13
337,"M 7.4 - 292 km SW of Vaini, Tonga",7.4,0,6,green,1,842,us,626,0,16,mww,173.7,-23.009,-177.232,292,SW,"Vaini, Tonga","23-05-2013 17:19",23,5,2013,Vaini,Tonga,Oceania,17
338,"M 6.5 - 32 km W of Sola, Vanuatu",6.5,0,4,green,1,650,us,0,3.997,14,mww,187,-13.8633,167.249,32,W,"Sola, Vanuatu","01-01-2014 16:03",1,1,2014,Sola,Vanuatu,Oceania,16
339,"M 6.8 - Pagan region, Northern Mariana Islands",6.8,0,3,green,0,711,us,131,0,18,mww,602.2,18.728,145.288,NULL,NULL,"Pagan region, Northern Mariana Islands","14-05-2013 00:32",14,5,2013,"Pagan region","Northern Mariana Islands",Oceania,0
340,"M 6.5 - Fiji region",6.5,3,4,green,0,651,us,0,5.194,22,mww,371,-17.1171,-176.545,NULL,NULL,"Fiji region","23-11-2013 07:48",23,11,2013,"Fiji region",Fiji,Oceania,7
341,"M 6.8 - 26 km W of Chauk, Myanmar",6.8,6,6,yellow,0,981,us,0,1.802,17,mww,82,20.9228,94.569,26,W,"Chauk, Myanmar","24-08-2016 10:34",24,8,2016,Chauk,Myanmar,Asia,10
342,"M 6.5 - 33 km N of Rabaul, Papua New Guinea",6.5,0,6,green,1,650,us,264,0,16.6,mww,10,-3.898,152.127,33,N,"Rabaul, Papua New Guinea","23-04-2013 23:14",23,4,2013,Rabaul,"Papua New Guinea",Oceania,23
344,"M 6.6 - 57 km SW of Panguna, Papua New Guinea",6.6,0,6,green,1,670,us,0,3.803,11,mww,29,-6.6558,155.087,57,SW,"Panguna, Papua New Guinea","19-04-2014 01:04",19,4,2014,Panguna,"Papua New Guinea",Oceania,1
345,"M 6.6 - 56 km WSW of Linqiong, China",6.6,8,8,red,0,2083,us,548,0,12.6,mww,14,30.308,102.888,56,WSW,"Linqiong, China","20-04-2013 00:02",20,4,2013,Linqiong,China,Asia,0
347,"M 7.2 - 252 km ENE of Kuril'sk, Russia",7.2,5,7,green,1,804,us,770,0,10.1,mww,110,46.221,150.788,252,ENE,"Kuril'sk, Russia","19-04-2013 03:05",19,4,2013,Kuril'sk,Russia,Europe,3
348,"M 7.2 - southeast of the Loyalty Islands",7.2,6,5,green,1,799,us,0,4.823,14,mww,16.37,-22.4765,173.117,NULL,NULL,"the Loyalty Islands","12-08-2016 01:26",12,8,2016,"the Loyalty Islands","the Loyalty Islands",Oceania,1
349,"M 7.2 - 9 km ENE of Coyuquilla Norte, Mexico",7.2,8,7,yellow,1,1017,us,0,2.25,46,mww,24,17.397,-100.972,9,ENE,"Coyuquilla Norte, Mexico","18-04-2014 14:27",18,4,2014,"Coyuquilla Norte",Mexico,"North America",14
350,"M 6.6 - 23 km ESE of Aitape, Papua New Guinea",6.6,7,7,green,1,672,us,445,0,11,mww,13,-3.214,142.542,23,ESE,"Aitape, Papua New Guinea","16-04-2013 22:55",16,4,2013,Aitape,"Papua New Guinea",Oceania,22
351,"M 7.7 - Pagan region, Northern Mariana Islands",7.7,5,6,green,1,971,us,0,3.294,14,mww,196,18.5429,145.507,NULL,NULL,"Pagan region, Northern Mariana Islands","29-07-2016 21:18",29,7,2016,"Pagan region","Northern Mariana Islands",Oceania,21
352,"M 6.6 - 75 km S of Kirakira, Solomon Islands",6.6,0,6,green,0,670,us,0,2.666,22,mww,10,-11.1284,162.052,75,S,"Kirakira, Solomon Islands","13-04-2014 13:24",13,4,2014,Kirakira,"Solomon Islands",Oceania,13
353,"M 7.7 - 79 km ESE of Kh?sh, Iran",7.7,8,8,yellow,0,1421,us,506,0,26.6,mww,80,28.033,61.996,79,ESE,"Kh?sh, Iran","16-04-2013 10:44",16,4,2013,Kh?sh,Iran,Asia,10
354,"M 6.6 - 41 km SSW of Coquimbo, Chile",6.6,6,7,green,1,723,us,0,0.636,31,mww,27,-30.2921,-71.5215,41,SSW,"Coquimbo, Chile","31-10-2013 23:03",31,10,2013,Coquimbo,Chile,"South America",23
355,"M 6.6 - 80 km W of Sungai Penuh, Indonesia",6.6,4,6,green,0,671,us,0,2.435,16,mww,50,-2.0967,100.665,80,W,"Sungai Penuh, Indonesia","01-06-2016 22:56",1,6,2016,"Sungai Penuh",Indonesia,Asia,22
